"","Communication_catP","Communication_catB","NoOfContacts","DaysPassed","PrevAttempts_catP","PrevAttempts_catB","past_Outcome_catP","past_Outcome_catB","carMake_catP","carMake_catB","carModel_catP","carModel_catB","carYr","annualDonations_catP","annualDonations_catB","EstRace_catP","EstRace_catB","DigitalHabits_5_AlwaysOn","Age","Job_catP","Job_catB","Marital_catP","Marital_catB","Education_catP","Education_catB","RecentBalance","CarLoan","Weekday_catP","Weekday_catB","CallDayTime","call_dur_min","Communication_lev_x_cellular","Communication_lev_x_not_provided","Communication_lev_x_telephone","PrevAttempts_lev_x_0","PrevAttempts_lev_x_1","PrevAttempts_lev_x_2","PrevAttempts_lev_x_3","past_Outcome_lev_x_failure","past_Outcome_lev_x_Not_Available","past_Outcome_lev_x_other","past_Outcome_lev_x_success","carMake_lev_x_","carMake_lev_x_Audi","carMake_lev_x_BMW","carMake_lev_x_Chevrolet","carMake_lev_x_Dodge","carMake_lev_x_Ford","carMake_lev_x_GMC","carMake_lev_x_Honda","carMake_lev_x_Lexus","carMake_lev_x_Mazda","carMake_lev_x_Mercedes_minus_Benz","carMake_lev_x_Mitsubishi","carMake_lev_x_Nissan","carMake_lev_x_Pontiac","carMake_lev_x_Toyota","carMake_lev_x_Volkswagen","carModel_lev_x_","headOfhouseholdGender_lev_x_F","headOfhouseholdGender_lev_x_M","annualDonations_lev_x_","EstRace_lev_x_","PetsPurchases_lev_x_FALSE","PetsPurchases_lev_x_TRUE","AffluencePurchases_lev_x_FALSE","AffluencePurchases_lev_x_TRUE","Job_lev_x_admin_","Job_lev_x_blue_minus_collar","Job_lev_x_entrepreneur","Job_lev_x_housemaid","Job_lev_x_management","Job_lev_x_retired","Job_lev_x_self_minus_employed","Job_lev_x_services","Job_lev_x_student","Job_lev_x_technician","Job_lev_x_unemployed","Marital_lev_x_divorced","Marital_lev_x_married","Marital_lev_x_single","Education_lev_x_Not_Available","Education_lev_x_primary","Education_lev_x_secondary","Education_lev_x_tertiary","DefaultOnRecord_lev_x_0","HHInsurance_lev_x_0","HHInsurance_lev_x_1","Weekday_lev_x_Friday","Weekday_lev_x_Monday","Weekday_lev_x_Saturday","Weekday_lev_x_Sunday","Weekday_lev_x_Thursday","Weekday_lev_x_Tuesday","Weekday_lev_x_Wednesday","Y_AcceptedOffer"
"2335",0.2255,-1.07324444001214,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.008,-0.245322685749739,0.00075,-0.291797034108685,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,39,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,285,1,0.192,0.0379807602533071,14,3.48333333333329,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"0"
"2336",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08125,0.122586921477013,0.001,1.49984577664654,2011,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,42,0.11475,0.00852804446818067,0.12075,0.138935995623541,0.497,-0.142933695421941,936,0,0.199,-0.112206305551059,9,15.5166666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"1"
"2337",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08125,0.122586921477013,5e-04,10.3048377014861,2004,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,26,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,1623,0,0.19425,0.0978342893645614,13,7.98333333333336,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,"1"
"2338",0.06675,0.243671324560982,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.034,-0.204834706401174,0.00325,-0.0686959791666399,2006,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,19,0.03275,1.08301751163723,0.30325,0.250976518675894,0.497,-0.142933695421941,372,0,0.192,0.0379807602533071,9,7.39999999999996,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,"1"
"2339",0.70775,0.256221076833498,1,267,0.08375,0.62310038446226,0.10925,0.00726392295639489,0.04475,-0.160510367030132,5e-04,0.401300150200969,2006,0.892,-0.011410495784355,0.00175,-0.514960582723147,5,48,0.0825,-0.264695607151773,0.576,-0.167363876166577,0.497,-0.142933695421941,0,0,0.199,-0.112206305551059,11,2.43333333333337,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"0"
"2340",0.70775,0.256221076833498,3,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02825,-0.200278706698687,0.00175,1.31756088312508,2009,0.00025,9.61174051717858,0.004,-1.06501127809277,4,33,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.3205,0.273200167612751,3689,0,0.199,-0.112206305551059,12,7.41666666666665,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"1"
"2341",0.06675,0.243671324560982,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08325,0.0679161282287491,0.0025,1.24857896342263,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,64,0.02725,-0.264446742359736,0.576,-0.167363876166577,0.04225,0.270938487049215,2645,0,0.1075,0.644349954469265,11,3.65000000000001,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"1"
"2342",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02775,-0.374083587245781,0.00175,-0.514960582723147,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,42,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,2819,0,0.192,0.0379807602533071,15,2.48333333333346,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"0"
"2343",0.70775,0.256221076833498,1,168,0.06275,0.665779112367418,0.10925,0.00726392295639489,0.01875,0.105836736723559,0.002,-0.697278806244879,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,48,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.04225,0.270938487049215,0,0,0.17025,-0.325072445401848,12,1.41666666666667,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,"0"
"2344",0.70775,0.256221076833498,1,167,0.08375,0.62310038446226,0.10925,0.00726392295639489,0.04725,-0.0395664031725127,0.0015,-0.29182203129644,2016,0.00025,-8.80914021677555,0.76275,0.0157348660073867,1,58,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,590,1,0.199,-0.112206305551059,13,2.26666666666665,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"0"
"2345",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.08125,0.122586921477013,0.003,0.0648336277675127,2015,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,63,0.06225,0.750177497737627,0.30325,0.250976518675894,0.3205,0.273200167612751,791,0,0.192,0.0379807602533071,12,3.53333333333346,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"1"
"2346",0.2255,-1.07324444001214,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02775,-0.374083587245781,0.00025,-8.80914021677555,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,48,0.02725,-0.264446742359736,0.576,-0.167363876166577,0.3205,0.273200167612751,468,0,0.199,-0.112206305551059,9,3.66666666666671,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"0"
"2347",0.2255,-1.07324444001214,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03075,0.0228643446166484,0.00025,-8.80914021677555,2017,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,38,0.0825,-0.264695607151773,0.30325,0.250976518675894,0.3205,0.273200167612751,1222,0,0.17025,-0.325072445401848,13,3.94999999999998,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,"0"
"2348",0.70775,0.256221076833498,1,178,0.08375,0.62310038446226,0.10925,0.00726392295639489,0.08125,0.122586921477013,0.0025,0.806756925149407,2005,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,30,0.0825,-0.264695607151773,0.30325,0.250976518675894,0.497,-0.142933695421941,438,0,0.1075,0.644349954469265,11,1.63333333333332,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"0"
"2349",0.2255,-1.07324444001214,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03075,0.0228643446166484,0.00275,-0.579508269954843,2011,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,39,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,203,0,0.192,0.0379807602533071,16,2.38333333333328,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"0"
"2350",0.70775,0.256221076833498,4,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.034,-0.204834706401174,0.0055,0.0335787888469276,2009,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,58,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,3864,0,0.192,0.0379807602533071,16,13.5833333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"1"
"2351",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.05125,0.0965239463572465,0.00075,1.09439733451062,2002,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,24,0.03275,1.08301751163723,0.30325,0.250976518675894,0.497,-0.142933695421941,23878,0,0.19425,0.0978342893645614,10,3.08333333333339,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"1"
"2352",0.2255,-1.07324444001214,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03775,-0.0989426736792806,0.00325,-0.802649321297177,2009,0.892,-0.011410495784355,0.00325,-0.0686959791666399,3,38,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.14025,-0.228333385040276,522,0,0.19425,0.0978342893645614,14,2.59999999999993,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"0"
"2353",0.70775,0.256221076833498,3,345,0.03125,0.907860529573651,0.10925,0.00726392295639489,0.04725,-0.0395664031725127,0.0035,0.113622244355091,2013,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,37,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,426,0,0.192,0.0379807602533071,16,5.38333333333327,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"0"
"2354",0.2255,-1.07324444001214,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.01875,0.105836736723559,0.00075,-0.291797034108685,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,51,0.06225,0.750177497737627,0.576,-0.167363876166577,0.497,-0.142933695421941,1295,1,0.1005,-0.525461351570046,17,4.79999999999995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,"0"
"2355",0.70775,0.256221076833498,2,353,0.00025,9.61174051717858,0.04875,0.288359855102989,0.05125,0.0965239463572465,0.0035,0.989077926352468,2019,0.892,-0.011410495784355,0.0025,-0.44597866302069,2,46,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.14025,-0.228333385040276,1085,1,0.17025,-0.325072445401848,15,8.7166666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,"1"
"2356",0.70775,0.256221076833498,2,80,0.08375,0.62310038446226,0.0815,2.51927284238683,0.012,-0.0215548857449373,0.001,1.49984577664654,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,46,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,974,0,0.17025,-0.325072445401848,13,2.89999999999997,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"1"
"2357",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04475,-0.160510367030132,0.00275,-0.158304923659194,2005,0.892,-0.011410495784355,0.0025,0.401300150200969,1,26,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.3205,0.273200167612751,644,0,0.192,0.0379807602533071,10,5.76666666666664,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"1"
"2358",0.06675,0.243671324560982,1,119,0.08375,0.62310038446226,0.10925,0.00726392295639489,0.02825,-0.200278706698687,0.002,-0.697278806244879,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,53,0.11475,0.00852804446818067,0.576,-0.167363876166577,0.497,-0.142933695421941,2851,1,0.1075,0.644349954469265,14,1.4833333333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"0"
"2359",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.0195,0.0911460299758151,0.001,1.49984577664654,2012,0.892,-0.011410495784355,0.00425,-0.47415692065154,3,42,0.18975,-0.501196988105118,0.30325,0.250976518675894,0.14025,-0.228333385040276,177,0,0.199,-0.112206305551059,12,2.89999999999997,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"0"
"2360",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03325,-0.202898579475191,0.004,-1.54456714293594,2002,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,35,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,397,0,0.17025,-0.325072445401848,17,9.89999999999995,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,"1"
"2361",0.70775,0.256221076833498,1,195,0.03125,0.907860529573651,0.10925,0.00726392295639489,0.08125,0.122586921477013,0.00525,0.11362085549996,2000,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,35,0.11475,0.00852804446818067,0.30325,0.250976518675894,0.497,-0.142933695421941,111,0,0.192,0.0379807602533071,16,0.916666666666757,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"0"
"2362",0.70775,0.256221076833498,1,83,0.06275,0.665779112367418,0.10925,0.00726392295639489,0.03525,-0.228667174879132,0.00375,-0.610284852657775,2000,0.892,-0.011410495784355,0.00275,0.5836183737227,2,25,0.035,-0.0640624104281491,0.30325,0.250976518675894,0.04225,0.270938487049215,1179,0,0.1075,0.644349954469265,13,0.716666666666725,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"0"
"2363",0.2255,-1.07324444001214,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04725,-0.0395664031725127,0.0025,-0.00415662474746986,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,51,0.0325,0.680013118307736,0.576,-0.167363876166577,0.497,-0.142933695421941,760,0,0.199,-0.112206305551059,17,6.84999999999995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"0"
"2364",0.2255,-1.07324444001214,12,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03525,-0.228667174879132,0.00325,-0.0686959791666399,2009,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,52,0.22325,0.155955944407796,0.576,-0.167363876166577,0.497,-0.142933695421941,218,0,0.19425,0.0978342893645614,13,8.16666666666677,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"0"
"2365",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04725,-0.0395664031725127,0.0025,-0.00415662474746986,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,35,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,0,0,0.17025,-0.325072445401848,14,1.63333333333332,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,"0"
"2366",0.70775,0.256221076833498,7,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03325,-0.202898579475191,0.00125,-0.984919215606094,2014,0.892,-0.011410495784355,0.003,0.0648336277675127,4,39,0.22325,0.155955944407796,0.30325,0.250976518675894,0.3205,0.273200167612751,1092,0,0.192,0.0379807602533071,12,3.41666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"0"
"2367",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.01425,-0.371886746591667,0.00125,-0.00414829193494404,2017,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,19,0.03275,1.08301751163723,0.30325,0.250976518675894,0.497,-0.142933695421941,302,0,0.199,-0.112206305551059,12,3.41666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"1"
"2368",0.70775,0.256221076833498,4,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.01625,0.122587616455092,0.0025,-0.00415662474746986,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,41,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,281,0,0.199,-0.112206305551059,13,2.05,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"0"
"2369",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.04725,-0.0395664031725127,0.00175,-0.514960582723147,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,4,30,0.0825,-0.264695607151773,0.30325,0.250976518675894,0.3205,0.273200167612751,803,0,0.199,-0.112206305551059,9,4.04999999999999,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"0"
"2370",0.70775,0.256221076833498,1,169,0.03125,0.907860529573651,0.10925,0.00726392295639489,0.01,0.501383107507331,0.001,0.401300150200969,2019,0.00025,-8.80914021677555,0.76275,0.0157348660073867,2,56,0.22325,0.155955944407796,0.576,-0.167363876166577,0.3205,0.273200167612751,505,1,0.19425,0.0978342893645614,15,3.68333333333332,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"0"
"2371",0.70775,0.256221076833498,2,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.02825,-0.200278706698687,0.00125,-0.00414829193494404,2014,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,28,0.18975,-0.501196988105118,0.576,-0.167363876166577,0.497,-0.142933695421941,255,0,0.192,0.0379807602533071,9,10.0333333333334,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"0"
"2372",0.70775,0.256221076833498,1,95,0.06275,0.665779112367418,0.0815,2.51927284238683,0.021,0.401300150200969,0.00025,9.61174051717858,2019,0.892,-0.011410495784355,0.76275,0.0157348660073867,5,30,0.0325,0.680013118307736,0.30325,0.250976518675894,0.497,-0.142933695421941,2424,0,0.1005,-0.525461351570046,11,5.61666666666669,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,"1"
"2373",0.70775,0.256221076833498,1,168,0.06275,0.665779112367418,0.10925,0.00726392295639489,0.01525,-0.171217061225424,0.00125,-0.984919215606094,2017,0.892,-0.011410495784355,0.76275,0.0157348660073867,1,39,0.0825,-0.264695607151773,0.30325,0.250976518675894,0.497,-0.142933695421941,158,0,0.1005,-0.525461351570046,15,3.05,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,"0"
"2374",0.70775,0.256221076833498,1,182,0.06275,0.665779112367418,0.0815,2.51927284238683,0.08325,0.0679161282287491,0.002,1.49987910664682,2008,0.892,-0.011410495784355,0.76275,0.0157348660073867,3,24,0.165,-0.0677185949869056,0.30325,0.250976518675894,0.497,-0.142933695421941,598,0,0.19425,0.0978342893645614,16,12.6999999999999,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"1"
"2375",0.70775,0.256221076833498,1,-1,0.7605,-0.246328973197271,0.7605,-0.246328973197271,0.03775,-0.0989426736792806,0.00375,-0.610284852657775,2016,0.892,-0.011410495784355,0.76275,0.0157348660073867,2,40,0.11475,0.00852804446818067,0.12075,0.138935995623541,0.497,-0.142933695421941,2129,0,0.199,-0.112206305551059,14,7.53333333333345,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"1"
