"","HHuniqueID","Communication","NoOfContacts","DaysPassed","PrevAttempts","carMake","carModel","carYr","headOfhouseholdGender","annualDonations","EstRace","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age","Job","Marital","Education","DefaultOnRecord","RecentBalance","HHInsurance","CarLoan","Weekday","CallDayTime","past_Outcome","call_dur_min","Y_AcceptedOffer","DTPrediction.0","DTPrediction.1","RF1Prediction","RF500rediction.0","RF500rediction.1","RF100rediction.0","RF100rediction.1","trainingRFtc.0","trainingRFtc.1","trainingLG","trainingLGBoost.0","trainingLGBoost.1","trainingKNN.0","trainingKNN.1","combinedscore","rank"
"1475","HHf086cd414b","not provided",15,-1,0,"Cadillac","SRX",2019,"M","","",FALSE,5,FALSE,29,"self-employed","married","secondary",0,425,1,0,"Friday",16,NA,9.36666666666664,1,0.222222222222222,0.777777777777778,0.913333333333333,0.054,0.946,0.09,0.91,0.046,0.954,0.144499940632927,0.731058578630005,0.268941421369995,0.851063829787234,0.148936170212766,4.15015530999347,1375
"1476","HHd48faaafe7","not provided",2,-1,0,"Audi","A4",2011,"M","","",FALSE,2,TRUE,43,"blue-collar","single","secondary",0,318,1,0,"Friday",12,NA,12.2666666666666,1,0.222222222222222,0.777777777777778,0.968277777777778,0.012,0.988,0.06,0.94,0.02,0.98,0.704560804286478,0.268941421369995,0.731058578630005,0.702127659574468,0.297872340425532,5.41926950111979,966
"1477","HHa4557733c9","telephone",1,91,2,"Pontiac","Fiero",1995,"M","$1,104.06 ","",FALSE,1,TRUE,53,"admin.","married","secondary",0,1796,0,0,"Monday",14,"success",4.91666666666674,1,0.148936170212766,0.851063829787234,0.9875,0.01,0.99,0.03,0.97,0.016,0.984,0.999999999915271,0.000911051194400603,0.999088948805599,0.148936170212766,0.851063829787234,6.64521660829534,22
"1478","HH04fe85ad33","cellular",1,-1,0,"Mercury","Montego",2017,"M","","",TRUE,4,TRUE,38,"admin.","married","secondary",0,532,1,0,"Thursday",12,NA,1.58333333333347,0,0.894642857142857,0.105357142857143,-2.16123415460364e-16,1,0,1,0,1,0,1.09407012429191e-05,0.993307149075715,0.00669285092428486,0.893617021276596,0.106382978723404,0.218443913206075,3923
"1479","HH047e408e73","cellular",3,-1,0,"Mazda","MX-5",2011,"M","","Yaqui",FALSE,2,TRUE,31,"self-employed","single","tertiary",0,17924,1,0,"Saturday",11,NA,10.1333333333333,0,0.222222222222222,0.777777777777778,0.260333333333333,0.818,0.182,0.81,0.19,0.824,0.176,0.112993885048073,0.952574126822433,0.0474258731775668,0.595744680851064,0.404255319148936,1.89045285515235,1961
"1480","HH92be35e4f7","not provided",6,-1,0,"","MR2",2013,"F","$881.95 ","Ute",FALSE,2,FALSE,47,"technician","married","primary",0,145,1,0,"Thursday",16,NA,2.61666666666654,0,0.894642857142857,0.105357142857143,0.0145555555555554,0.99,0.01,1,0,0.982,0.018,8.70495802726266e-11,0.999876605424014,0.000123394575986232,0.914893617021277,0.0851063829787234,0.218586920498902,3922
"1481","HH8a06a7d3f6","cellular",2,-1,0,"Chevrolet","Tahoe",2010,"F","","Paiute",FALSE,1,FALSE,44,"admin.","married","secondary",0,1074,1,0,"Saturday",15,NA,15.1833333333334,1,0.222222222222222,0.777777777777778,0.744833333333333,0.23,0.77,0.26,0.74,0.21,0.79,0.928582660007559,0.0474258731775666,0.952574126822433,0.617021276595745,0.382978723404255,5.34191328801203,1005
"1482","HH46fcc7f000","not provided",5,-1,0,"Mitsubishi","Galant",2019,"F","","Hmong",FALSE,4,TRUE,37,"services","married","secondary",0,780,1,0,"Thursday",12,NA,2.08333333333339,0,0.787671232876712,0.212328767123288,0.0262222222222221,0.982,0.018,0.97,0.03,0.976,0.024,0.00311944679868218,0.993307149075715,0.00669285092428486,0.893617021276596,0.106382978723404,0.400524043569659,3487
"1483","HH767bfc52e5","not provided",3,-1,0,"Audi","S4",2019,"F","","",TRUE,4,TRUE,44,"blue-collar","married",NA,0,189,1,0,"Tuesday",9,NA,2.91666666666667,0,0.787671232876712,0.212328767123288,0.042111111111111,0.972,0.028,0.95,0.05,0.972,0.028,0.101947215741965,0.731058578630005,0.268941421369995,0.74468085106383,0.25531914893617,0.944536553171418,2527
"1484","HHbfc9f86448","cellular",1,-1,0,"Chevrolet","Tahoe",2005,"F","","",FALSE,1,TRUE,31,"management","single","tertiary",0,816,1,0,"Thursday",14,NA,5.64999999999992,0,0.894642857142857,0.105357142857143,0.118611111111111,0.856,0.144,0.85,0.15,0.916,0.084,0.307835566594198,0.731058578630005,0.268941421369995,0.659574468085106,0.340425531914894,1.40055966273623,2167
"1485","HH6b9cee1a1e","not provided",1,-1,0,"Chevrolet","Camaro",2011,"F","","",FALSE,2,FALSE,32,"technician","single","secondary",0,930,1,0,"Thursday",15,NA,2.03333333333338,0,0.894642857142857,0.105357142857143,0.0103333333333331,0.998,0.002,1,0,0.994,0.006,0.00549640319263637,0.999088948805599,0.000911051194400645,0.893617021276596,0.106382978723404,0.226147575967584,3909
"1486","HH3f2967ea72","not provided",2,-1,0,"MINI","Cooper Clubman",2019,"F","$512.30 ","",TRUE,2,FALSE,42,"management","single","tertiary",0,0,1,1,"Tuesday",10,NA,9.36666666666664,1,0.222222222222222,0.777777777777778,0.926055555555556,0.076,0.924,0.09,0.91,0.058,0.942,0.999999987250484,0.731058578630005,0.268941421369995,0.446808510638298,0.553191489361702,5.37591067575996,983
"1487","HH28b7ee737d","cellular",3,-1,0,"Mercedes-Benz","C-Class",2017,"M","","",FALSE,3,TRUE,29,"services","married","secondary",0,30,1,0,"Thursday",10,NA,1.23333333333334,0,0.894642857142857,0.105357142857143,0.0135555555555554,0.992,0.008,0.97,0.03,0.99,0.01,0.0355628849514967,0.952574126822433,0.0474258731775668,0.787234042553192,0.212765957446809,0.449111858433015,3350
"1488","HH9592ac8dbd","not provided",2,-1,0,"Audi","S4",2002,"M","$1,067.15 ","Paiute",TRUE,5,FALSE,59,"management","married","primary",0,252,1,1,"Tuesday",11,NA,1.71666666666664,0,0.787671232876712,0.212328767123288,0.0583333333333333,0.954,0.046,0.94,0.06,0.938,0.062,1.36733085274988e-09,0.999876605424014,0.000123394575986232,0.787234042553192,0.212765957446809,0.593218120513413,2981
"1489","HH3dbe2847e3","cellular",3,189,1,"Mazda","Protege5",2012,"F","","",FALSE,4,FALSE,35,"technician","single","secondary",0,204,1,0,"Monday",10,"success",1.83333333333327,0,0.148936170212766,0.851063829787234,0.515777777777778,0.484,0.516,0.45,0.55,0.514,0.486,0.55917442415815,0.731058578630005,0.268941421369995,0.404255319148936,0.595744680851064,3.82692435616644,1472
"1490","HH03659e37b7","cellular",12,-1,0,"Lincoln","Town Car",2019,"M","","Costa Rican",FALSE,3,TRUE,39,"technician","single","tertiary",0,54,1,0,"Wednesday",13,NA,1.64999999999994,0,0.787671232876712,0.212328767123288,0.0405555555555555,0.974,0.026,0.93,0.07,0.976,0.024,0.0271540231287656,0.952574126822433,0.0474258731775668,0.583333333333333,0.416666666666667,0.823575330096287,2652
"1491","HH38c4bac727","telephone",3,426,1,"Chevrolet","Astro",2009,"F","","",FALSE,2,TRUE,41,"self-employed","married","tertiary",0,0,1,0,"Wednesday",13,"other",6.5833333333333,1,0.222222222222222,0.777777777777778,0.851055555555556,0.146,0.854,0.17,0.83,0.15,0.85,0.666054263257447,0.0474258731775666,0.952574126822433,0.583333333333333,0.416666666666667,5.34707283452433,1001
"1492","HH5b69a37573","cellular",1,-1,0,"Volkswagen","Eos",2019,"M","","",TRUE,2,TRUE,83,"retired","divorced","primary",0,46,0,0,"Wednesday",14,NA,1.91666666666659,1,0.346938775510204,0.653061224489796,0.790166666666667,0.18,0.82,0.3,0.7,0.162,0.838,0.238088521967384,0.952574126822433,0.0474258731775668,0.382978723404255,0.617021276595745,3.91359689623049,1444
"1493","HH19bbffd581","not provided",2,-1,0,"Chevrolet","Silverado",2013,"M","","",TRUE,3,TRUE,33,"admin.","married","secondary",0,1499,1,0,"Thursday",9,NA,2.39999999999998,0,0.894642857142857,0.105357142857143,0.0116111111111109,0.992,0.008,0.99,0.01,0.984,0.016,0.0355403372196205,0.993307149075715,0.00669285092428486,0.872340425531915,0.127659574468085,0.309249905469133,3716
"1494","HH2b67b85a21","cellular",1,-1,0,"Honda","Prelude",2002,"F","","",TRUE,3,FALSE,36,"admin.","single","secondary",0,1414,1,0,"Thursday",11,NA,4.06666666666669,0,0.894642857142857,0.105357142857143,0.0555,0.946,0.054,0.94,0.06,0.986,0.014,0.193381811887838,0.731058578630005,0.268941421369995,0.74468085106383,0.25531914893617,0.950999525051146,2520
"1495","HHa9422bae99","not provided",4,-1,0,"","5000CS",1997,"M","","",TRUE,2,TRUE,35,"blue-collar","married","primary",0,414,0,0,"Wednesday",11,NA,8.39999999999995,1,0.222222222222222,0.777777777777778,0.691833333333333,0.288,0.712,0.32,0.68,0.328,0.672,0.999897129988893,0.268941421369995,0.731058578630005,0.808510638297872,0.191489361702128,4.7642228480988,1200
"1496","HH472523fffa","cellular",2,91,7,"Lincoln","MKZ",2018,"M","","",FALSE,5,TRUE,32,"technician","single",NA,0,491,0,0,"Thursday",10,"success",4.18333333333332,1,0.148936170212766,0.851063829787234,0.968666666666667,0.022,0.978,0.04,0.96,0.016,0.984,0.960355962163465,0.00669285092428473,0.993307149075715,0.234042553191489,0.765957446808511,6.49268438783492,115
"1497","HH4944f386b6","not provided",3,-1,0,"Infiniti","FX",2017,"M","","Seminole",TRUE,3,TRUE,46,"management","married","tertiary",0,-267,0,0,"Saturday",10,NA,4.15000000000001,0,0.894642857142857,0.105357142857143,0.0241111111111109,0.978,0.022,0.97,0.03,0.978,0.022,0.183974456739852,0.952574126822433,0.0474258731775668,0.787234042553192,0.212765957446809,0.62352343022137,2904
"1498","HH4e47e6a3b4","not provided",2,-1,0,"Mercedes-Benz","",1999,"M","","",FALSE,4,FALSE,31,"blue-collar","married","secondary",0,2577,1,0,"Wednesday",13,NA,10.1833333333332,0,0.222222222222222,0.777777777777778,0.679055555555555,0.32,0.68,0.3,0.7,0.372,0.628,0.309856972322767,0.268941421369995,0.731058578630005,0.787234042553192,0.212765957446809,4.03945928617736,1407
"1499","HH7f90e32a67","not provided",1,-1,0,"Daewoo","",2010,"M","","",FALSE,2,TRUE,49,"entrepreneur","divorced","secondary",0,2908,0,0,"Saturday",10,NA,5.36666666666665,0,0.894642857142857,0.105357142857143,0.0817222222222222,0.966,0.034,0.93,0.07,0.936,0.064,0.239123142684232,0.731058578630005,0.268941421369995,0.659574468085106,0.340425531914894,1.12184723882626,2358
"1500","HH6362b7526d","cellular",2,191,3,"Lotus","Exige",2019,"F","","",FALSE,5,FALSE,50,"admin.","single","secondary",0,167,0,1,"Tuesday",17,"failure",5.76666666666672,0,0.894642857142857,0.105357142857143,0.187166666666667,0.828,0.172,0.77,0.23,0.802,0.198,9.4442807461373e-05,0.993307149075715,0.00669285092428486,0.638297872340426,0.361702127659574,1.07384656424846,2397
"1501","HH06ed895d45","cellular",1,-1,0,"Oldsmobile","Bravada",2014,"F","","",FALSE,1,FALSE,45,"management","married","tertiary",0,80,0,1,"Thursday",14,NA,2.6166666666667,0,0.894642857142857,0.105357142857143,0.0413333333333333,0.964,0.036,0.96,0.04,0.972,0.028,0.0848321176537947,0.952574126822433,0.0474258731775668,0.574468085106383,0.425531914893617,0.767147048582121,2718
"1502","HHc583c01eea","cellular",1,-1,0,"Toyota","Celica",1992,"M","","",FALSE,2,FALSE,26,"self-employed","single","secondary",0,3676,0,0,"Tuesday",12,NA,2.46666666666668,1,0.894642857142857,0.105357142857143,0.698444444444445,0.248,0.752,0.25,0.75,0.24,0.76,0.236352044125506,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,3.19179954452286,1643
"1503","HHe8bf2083ee","cellular",2,295,3,"Kia","Sephia",2006,"M","","Fijian",TRUE,2,FALSE,52,"blue-collar","married","primary",0,134,1,0,"Friday",13,"failure",1.35000000000005,0,0.894642857142857,0.105357142857143,0.0261666666666665,0.982,0.018,0.97,0.03,0.976,0.024,0.0155941413533393,0.993307149075715,0.00669285092428486,0.702127659574468,0.297872340425532,0.497516475560299,3204
"1504","HH4d897f1636","cellular",2,-1,0,"","Metro",2004,"M","","Cheyenne",FALSE,2,FALSE,30,"technician","single","secondary",0,237,0,0,"Sunday",11,NA,1.86666666666667,0,0.894642857142857,0.105357142857143,0.0217222222222222,0.962,0.038,0.96,0.04,0.966,0.034,0.075315850137568,0.993307149075715,0.00669285092428486,0.659574468085106,0.340425531914894,0.639791375833889,2885
"1505","HHf7caee1562","not provided",1,-1,0,"Buick","Riviera",2009,"F","","",TRUE,3,FALSE,57,"management","married","tertiary",0,-92,1,1,"Saturday",15,NA,26.9500000000001,1,0.222222222222222,0.777777777777778,0.842277777777778,0.174,0.826,0.17,0.83,0.146,0.854,0.955846475488983,0.731058578630005,0.268941421369995,0.574468085106383,0.425531914893617,4.93809758953037,1151
"1506","HHa7678d2b84","cellular",1,-1,0,"Lexus","IS",2019,"F","","",FALSE,2,FALSE,48,"unemployed","divorced","secondary",0,201,0,0,"Tuesday",10,NA,2.33333333333335,1,0.294964028776978,0.705035971223022,0.793222222222222,0.186,0.814,0.21,0.79,0.174,0.826,0.501951138335338,0.731058578630005,0.268941421369995,0.468085106382979,0.531914893617021,4.43784342454538,1289
"1507","HH050f116402","telephone",4,-1,0,"Ford","Thunderbird",2005,"F","","",TRUE,1,FALSE,49,"housemaid","married","primary",0,640,0,0,"Thursday",17,NA,3.56666666666669,0,0.894642857142857,0.105357142857143,0.0822222222222222,0.94,0.06,0.99,0.01,0.93,0.07,0.122136292654066,0.731058578630005,0.268941421369995,0.723404255319149,0.276595744680851,0.913030601562055,2561
"1508","HHec8b1e0dc2","cellular",1,-1,0,"Isuzu","",2012,"F","","",TRUE,5,FALSE,39,"technician","single","tertiary",0,393,0,0,"Thursday",15,NA,4.68333333333332,1,0.894642857142857,0.105357142857143,0.7615,0.166,0.834,0.22,0.78,0.158,0.842,0.596344696227625,0.268941421369995,0.731058578630005,0.51063829787234,0.48936170212766,4.37812211984243,1312
"1509","HH599576ee9c","cellular",1,148,4,"Ford","",2006,"F","","Chippewa",FALSE,2,TRUE,27,"student","single","tertiary",0,311,0,0,"Tuesday",12,"success",7.69999999999992,1,0.222222222222222,0.777777777777778,0.970222222222222,0.012,0.988,0,1,0.024,0.976,0.992600190878204,0.0474258731775666,0.952574126822433,0.170212765957447,0.829787234042553,6.51673932952097,95
"1510","HH69b9ec4618","cellular",3,-1,0,"Toyota","MR2",2011,"F","","",FALSE,1,TRUE,47,"management","married","tertiary",0,0,1,0,"Friday",16,NA,1.0833333333334,0,0.894642857142857,0.105357142857143,0.00911111111111094,0.994,0.006,0.99,0.01,0.996,0.004,0.0614860580974042,0.952574126822433,0.0474258731775668,0.723404255319149,0.276595744680851,0.510864818812965,3174
"1511","HHbd665070e8","telephone",1,-1,0,"Ford","Excursion",2013,"F","","",FALSE,4,TRUE,36,"blue-collar","single","secondary",0,168,1,0,"Tuesday",17,NA,0.866666666666589,0,0.894642857142857,0.105357142857143,0.00911111111111095,0.982,0.018,0.96,0.04,0.998,0.002,0.105936133252349,0.952574126822433,0.0474258731775668,0.787234042553192,0.212765957446809,0.531485106733867,3121
"1512","HHae26132bb4","cellular",1,-1,0,"GMC","Yukon XL 2500",2019,"M","$881.56 ","",FALSE,1,FALSE,39,"blue-collar","married","secondary",0,462,1,0,"Wednesday",9,NA,9.83333333333333,1,0.222222222222222,0.777777777777778,0.8775,0.076,0.924,0.05,0.95,0.096,0.904,0.999999986325044,0.268941421369995,0.731058578630005,0.468085106382979,0.531914893617021,5.81875123634985,710
"1513","HHfdc603a531","telephone",3,-1,0,"Suzuki","Sidekick",2000,"M","","Alaska Native",TRUE,4,FALSE,49,"services","married","secondary",0,884,1,0,"Wednesday",9,NA,3.35000000000004,0,0.894642857142857,0.105357142857143,0.0594444444444444,0.964,0.036,0.96,0.04,0.982,0.018,0.0210840305241046,0.952574126822433,0.0474258731775668,0.765957446808511,0.234042553191489,0.501909599750304,3195
"1514","HH918258e383","not provided",2,-1,0,"Volkswagen","Scirocco",1995,"M","","American Indian",FALSE,5,FALSE,58,"blue-collar","married","primary",0,9200,0,0,"Saturday",10,NA,3.88333333333335,0,0.894642857142857,0.105357142857143,0.0352222222222221,0.978,0.022,0.98,0.02,0.974,0.026,0.0533111592697804,0.952574126822433,0.0474258731775668,0.829787234042553,0.170212765957447,0.444306941261937,3361
"1515","HH7b4299e33c","not provided",5,-1,0,"Pontiac","Montana",2013,"M","","Central American",TRUE,3,FALSE,49,"housemaid","divorced","primary",0,164,1,0,"Saturday",9,NA,18,0,0.878048780487805,0.121951219512195,0.159444444444444,0.862,0.138,0.83,0.17,0.872,0.128,0.00033537798335354,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,1.14637695503576,2335
"1516","HH8c872fb2fe","cellular",1,91,3,"BMW","325",2016,"M","","",TRUE,1,FALSE,23,"services","single","secondary",0,488,0,0,"Monday",13,"success",3.41666666666667,1,0.148936170212766,0.851063829787234,0.935,0.076,0.924,0.05,0.95,0.05,0.95,0.999992566385306,0.000911051194400603,0.999088948805599,0.170212765957447,0.829787234042553,6.50393257902069,107
"1517","HH5d75b6f24d","cellular",2,-1,0,"Mercury","Lynx",1994,"F","","",TRUE,1,FALSE,32,"services","married","secondary",0,-173,1,0,"Tuesday",10,NA,4.99999999999998,0,0.894642857142857,0.105357142857143,0.00661111111111102,0.986,0.014,0.98,0.02,0.988,0.012,1.86934820253658e-05,0.952574126822433,0.0474258731775668,0.829787234042553,0.170212765957447,0.369014475474182,3569
"1518","HH1612d9ef70","cellular",1,-1,0,"Mazda","B-Series",2013,"F","","",FALSE,5,TRUE,29,"technician","single","tertiary",0,48,1,0,"Thursday",14,NA,2.73333333333333,0,0.894642857142857,0.105357142857143,0.0742222222222222,0.934,0.066,0.91,0.09,0.916,0.084,0.103674862392363,0.731058578630005,0.268941421369995,0.638297872340426,0.361702127659574,1.07967555427908,2389
"1519","HHa4656dd326","cellular",2,178,5,"Infiniti","G37",2018,"M","","",TRUE,3,TRUE,57,"blue-collar","married","secondary",0,1521,1,1,"Monday",12,"failure",1.69999999999995,0,0.894642857142857,0.105357142857143,0.0255555555555554,0.974,0.026,0.96,0.04,0.986,0.014,5.22806535858894e-06,0.999088948805599,0.000911051194400645,0.765957446808511,0.234042553191489,0.420315975308391,3432
"1520","HH266c5044f6","not provided",2,-1,0,"Mazda","B-Series Plus",2006,"F","","",FALSE,5,FALSE,31,"blue-collar","married","primary",0,2198,0,0,"Tuesday",14,NA,8.86666666666672,0,0.222222222222222,0.777777777777778,0.247666666666667,0.794,0.206,0.86,0.14,0.816,0.184,0.432094363724895,0.731058578630005,0.268941421369995,0.893617021276596,0.106382978723404,2.11519654159607,1899
"1521","HH7a5adf37a5","cellular",1,76,1,"Mercedes-Benz","",2016,"M","","",TRUE,1,TRUE,47,"technician","married","secondary",0,335,0,0,"Monday",13,"success",6.94999999999997,1,0.222222222222222,0.777777777777778,0.927277777777778,0.032,0.968,0.03,0.97,0.062,0.938,0.979437067120679,0.00669285092428473,0.993307149075715,0.48936170212766,0.51063829787234,6.13716029184651,391
"1522","HH7015cb5c52","cellular",1,-1,0,"BMW","Z4",2019,"M","$168.62 ","",FALSE,5,TRUE,75,"retired","divorced","primary",0,852,0,0,"Sunday",9,NA,5.6833333333334,0,0.346938775510204,0.653061224489796,0.531222222222222,0.474,0.526,0.57,0.43,0.452,0.548,1.60419455851925e-08,0.993307149075715,0.00669285092428486,0.382978723404255,0.617021276595745,2.78077536805177,1744
"1523","HHcc9ee35500","cellular",23,-1,0,"Mercedes-Benz","",2019,"M","","Puerto Rican",TRUE,1,FALSE,42,"technician","divorced","secondary",0,-78,1,1,"Wednesday",17,NA,0.166666666666639,0,0.894642857142857,0.105357142857143,0.0358888888888888,0.956,0.044,0.93,0.07,0.984,0.016,0.00104897443144278,0.993307149075715,0.00669285092428486,0.702127659574468,0.297872340425532,0.540971308638402,3103
"1524","HH19a6dd2684","cellular",1,317,1,"Subaru","Justy",1999,"M","","",FALSE,5,FALSE,33,"technician","divorced","secondary",0,273,1,0,"Friday",12,"failure",3.01666666666677,0,0.787671232876712,0.212328767123288,0.196388888888889,0.84,0.16,0.9,0.1,0.852,0.148,0.293548816812026,0.268941421369995,0.731058578630005,0.723404255319149,0.276595744680851,1.92153190724617,1949
"1525","HH2a2002edc3","cellular",2,-1,0,"Volvo","S60",2013,"F","","",FALSE,2,FALSE,67,"retired","married","tertiary",0,701,0,0,"Thursday",11,NA,4.23333333333333,1,0.346938775510204,0.653061224489796,0.874055555555556,0.13,0.87,0.12,0.88,0.09,0.91,0.492892892052796,0.731058578630005,0.268941421369995,0.541666666666667,0.458333333333333,4.53322887124592,1253
"1526","HH4035fcd180","cellular",3,174,2,"Suzuki","Sidekick",2002,"F","","",TRUE,3,TRUE,47,"blue-collar","single","primary",0,10558,1,0,"Wednesday",9,"other",1.34999999999997,0,0.894642857142857,0.105357142857143,0.0620555555555555,0.938,0.062,0.95,0.05,0.962,0.038,0.084584974298009,0.952574126822433,0.0474258731775668,0.625,0.375,0.762367990332719,2725
"1527","HH9c381db0c9","cellular",2,295,1,"","Vantage",2019,"M","","",TRUE,3,FALSE,42,"management","married","tertiary",0,4,1,0,"Friday",16,"success",9.64999999999991,1,0.222222222222222,0.777777777777778,0.969611111111111,0.02,0.98,0.02,0.98,0.024,0.976,0.986166616451202,0.0474258731775666,0.952574126822433,0.191489361702128,0.808510638297872,6.46102915934929,135
"1528","HH6293ba88f0","cellular",2,-1,0,"Kia","Sephia",2004,"F","","Guamanian",FALSE,4,TRUE,37,"technician","divorced","secondary",0,4965,0,0,"Thursday",15,NA,3.69999999999994,0,0.894642857142857,0.105357142857143,0.292222222222222,0.818,0.182,0.81,0.19,0.748,0.252,0.340909771119604,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,1.65835727151695,2049
"1529","HHb6e050d5b4","not provided",2,-1,0,"Ford","F350",2012,"M","","",TRUE,2,FALSE,44,"management","divorced","tertiary",0,2237,1,0,"Saturday",14,NA,2.08333333333339,0,0.894642857142857,0.105357142857143,0.00916666666666648,0.988,0.012,0.96,0.04,0.998,0.002,0.0164359049786401,0.993307149075715,0.00669285092428486,0.808510638297872,0.191489361702128,0.373975260462195,3555
"1530","HH05a405e347","cellular",2,264,1,"Chrysler","Town & Country",2011,"M","","",FALSE,4,FALSE,39,"technician","married","secondary",0,4101,1,0,"Tuesday",15,"other",2.43333333333329,1,0.787671232876712,0.212328767123288,0.6425,0.292,0.708,0.24,0.76,0.292,0.708,0.20516893897646,0.731058578630005,0.268941421369995,0.574468085106383,0.425531914893617,3.28797104236336,1614
"1531","HH0b0e234872","not provided",1,-1,0,"Mercedes-Benz","W201",1999,"F","","Korean",FALSE,2,TRUE,23,"technician","single","tertiary",0,1129,1,0,"Thursday",16,NA,13.4333333333334,1,0.222222222222222,0.777777777777778,0.9015,0.126,0.874,0.16,0.84,0.084,0.916,0.658313621878672,0.268941421369995,0.731058578630005,0.75,0.25,5.04714997828646,1117
"1532","HH32659c6875","cellular",1,-1,0,"Acura","Integra",2010,"F","","",FALSE,4,FALSE,31,"management","single","tertiary",0,130,0,0,"Thursday",15,NA,2.66666666666671,0,0.894642857142857,0.105357142857143,0.0233333333333332,0.972,0.028,0.93,0.07,0.97,0.03,2.23294590180607e-05,0.952574126822433,0.0474258731775668,0.659574468085106,0.340425531914894,0.621230877408621,2909
"1533","HH1e501ef005","cellular",2,-1,0,"Volkswagen","",2019,"F","","",FALSE,4,FALSE,47,"services","married","secondary",0,306,1,0,"Monday",16,NA,0.333333333333439,0,0.894642857142857,0.105357142857143,0.0121666666666665,0.984,0.016,0.93,0.07,0.982,0.018,0.0745308839682324,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,0.871978384365583,2599
"1534","HH7e1eea2108","cellular",5,-1,0,"Lexus","IS-F",2019,"F","","",TRUE,4,FALSE,27,"admin.","married","secondary",0,0,1,1,"Monday",15,NA,2.6166666666667,0,0.894642857142857,0.105357142857143,0.174611111111111,0.798,0.202,0.84,0.16,0.844,0.156,0.0941713141895903,0.731058578630005,0.268941421369995,0.541666666666667,0.458333333333333,1.44480321175006,2145
"1535","HH0a767d8c88","cellular",2,-1,0,"Chevrolet","Malibu",2008,"F","","",FALSE,3,FALSE,40,"services","married","secondary",0,1836,1,0,"Tuesday",9,NA,12.5,1,0.222222222222222,0.777777777777778,0.987555555555556,0.004,0.996,0.02,0.98,0.012,0.988,0.880749703896607,0.0474258731775666,0.952574126822433,0.574468085106383,0.425531914893617,6.00063352339044,560
"1536","HH369ed09f89","cellular",1,-1,0,"Ford","F-Series",1997,"F","","Colombian",FALSE,1,FALSE,35,"services","married",NA,0,618,0,0,"Thursday",13,NA,15.8500000000001,1,0.222222222222222,0.777777777777778,0.923222222222222,0.046,0.954,0.03,0.97,0.044,0.956,0.9889763032759,0.00669285092428473,0.993307149075715,0.531914893617021,0.468085106382979,6.10814633651237,418
"1537","HH14badd3211","cellular",1,-1,0,"Toyota","RAV4",2007,"M","","",TRUE,3,TRUE,41,"management","married","tertiary",0,10758,1,0,"Monday",15,NA,4.79999999999995,0,0.894642857142857,0.105357142857143,0.197555555555556,0.85,0.15,0.84,0.16,0.894,0.106,0.476662244013499,0.268941421369995,0.731058578630005,0.553191489361702,0.446808510638298,2.17588647613894,1885
"1538","HH0090fc9ac2","cellular",1,-1,0,"Acura","MDX",2019,"M","","Argentinian",TRUE,1,TRUE,25,"admin.","single","tertiary",0,1734,0,0,"Monday",13,NA,6.09999999999999,0,0.894642857142857,0.105357142857143,0.296944444444445,0.742,0.258,0.75,0.25,0.744,0.256,0.714852650385344,0.993307149075715,0.00669285092428486,0.382978723404255,0.617021276595745,2.20792392076252,1876
"1539","HH5eb52069f2","cellular",1,388,1,"Pontiac","Grand Prix",2019,"F","","",FALSE,1,FALSE,63,"technician","married","secondary",0,973,0,0,"Tuesday",11,"success",5.30000000000003,1,0.148936170212766,0.851063829787234,0.949444444444445,0.054,0.946,0.04,0.96,0.046,0.954,0.933626648140425,0.0474258731775666,0.952574126822433,0.234042553191489,0.765957446808511,6.3632220515586,188
"1540","HHe52b604aae","telephone",5,-1,0,"Mazda","",2019,"M","","",TRUE,1,FALSE,25,"technician","single","secondary",0,9154,1,0,"Monday",17,NA,0.666666666666718,0,0.894642857142857,0.105357142857143,0.0631666666666666,0.922,0.078,0.94,0.06,0.95,0.05,0.184857878336531,0.731058578630005,0.268941421369995,0.595744680851064,0.404255319148936,1.1514117617126,2326
"1541","HH13e8758bc5","cellular",4,-1,0,"Mercury","Cougar",2002,"F","","",FALSE,4,TRUE,58,"blue-collar","married","secondary",0,381,0,0,"Wednesday",11,NA,1.31666666666666,0,0.894642857142857,0.105357142857143,0.00499999999999982,1,0,0.98,0.02,1,0,0.0396478511914288,0.952574126822433,0.0474258731775668,0.723404255319149,0.276595744680851,0.489026611906989,3231
"1542","HHe24bd4132e","cellular",1,-1,0,"Subaru","Brat",1995,"M","","",FALSE,4,TRUE,44,"technician","married","primary",0,4389,0,0,"Wednesday",9,NA,0.550000000000006,0,0.894642857142857,0.105357142857143,0.0325555555555554,0.984,0.016,0.99,0.01,0.988,0.012,0.0263970323320987,0.952574126822433,0.0474258731775668,0.702127659574468,0.297872340425532,0.51505238879234,3163
