dataID,HHuniqueID,Communication.x,LastContactDay.x,LastContactMonth.x,NoOfContacts.x,DaysPassed.x,PrevAttempts.x,past_Outcome,CallStart.x,CallEnd.x,Y_AcceptedOffer,carMake,carModel,carYr,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age.x,Job.x,Marital.x,Education.x,DefaultOnRecord,RecentBalance,HHInsurance.x,CarLoan.x,Age.y,Job.y,Marital.y,Education.y,Default,Balance,HHInsurance.y,CarLoan.y,Communication.y,LastContactDay.y,LastContactMonth.y,NoOfContacts.y,DaysPassed.y,PrevAttempts.y,Outcome,CallStart.y,CallEnd.y,CarInsurance
1658,HHde95f11664,,27,jun,2,-1,0,,15:25:23,15:30:25,DidNotAccept,Chevrolet,Aveo,2019,M,,Chilean,TRUE,3,TRUE,21,blue-collar,single,secondary,0,820,1,0,21,blue-collar,single,secondary,0,820,1,0,,27,jun,2,-1,0,,15:25:23,15:30:25,0
1659,HHf27c188b6c,telephone,10,jul,2,-1,0,,17:51:25,17:53:49,DidNotAccept,Suzuki,Verona,2014,M,,,TRUE,4,FALSE,57,admin.,married,secondary,0,2,0,0,57,admin.,married,secondary,0,2,0,0,telephone,10,jul,2,-1,0,,17:51:25,17:53:49,0
1660,HH5a4ff6732f,cellular,13,may,2,-1,0,,9:27:43,9:32:57,Accepted,Volkswagen,New Beetle,2019,F,,,FALSE,4,TRUE,30,student,single,tertiary,0,228,1,0,30,student,single,tertiary,0,228,1,0,cellular,13,may,2,-1,0,,09:27:43,09:32:57,1
1661,HHf313e99aaa,cellular,15,may,1,-1,0,,17:21:21,17:26:38,Accepted,Chrysler,300M,2009,F,,Central American,TRUE,4,TRUE,37,entrepreneur,single,secondary,0,-22,1,0,37,entrepreneur,single,secondary,0,-22,1,0,cellular,15,may,1,-1,0,,17:21:21,17:26:38,1
1662,HHe52a7c181b,cellular,7,may,1,366,1,other,14:03:52,14:06:42,DidNotAccept,Honda,Passport,2006,F,,,FALSE,1,TRUE,36,management,single,tertiary,0,1804,0,0,36,management,single,tertiary,0,1804,0,0,cellular,7,may,1,366,1,other,14:03:52,14:06:42,0
1663,HHbfd444cb45,,2,jun,3,-1,0,,11:23:42,11:27:07,DidNotAccept,Jeep,Cherokee,2005,M,,,TRUE,3,TRUE,29,entrepreneur,married,secondary,0,291,1,0,29,entrepreneur,married,secondary,0,291,1,0,,2,jun,3,-1,0,,11:23:42,11:27:07,0
1664,HH8842488c29,cellular,13,aug,2,-1,0,,17:46:44,17:58:27,Accepted,Mazda,Mazda3,2019,M,,Black or African American,TRUE,1,FALSE,31,entrepreneur,single,tertiary,1,-405,1,1,31,entrepreneur,single,tertiary,1,-405,1,1,cellular,13,aug,2,-1,0,,17:46:44,17:58:27,1
1665,HHfcc02b7400,cellular,8,jul,1,-1,0,,17:11:02,17:13:48,DidNotAccept,Cadillac,Fleetwood,1964,F,,,FALSE,1,FALSE,40,services,married,primary,0,-45,0,1,40,services,married,primary,0,-45,0,1,cellular,8,jul,1,-1,0,,17:11:02,17:13:48,0
1666,HH2cbf1da52c,,1,jul,1,-1,0,,10:17:09,10:17:37,DidNotAccept,Chevrolet,S10,2014,F,,,FALSE,4,TRUE,52,management,divorced,tertiary,0,3,0,0,52,management,divorced,tertiary,0,3,0,0,,1,jul,1,-1,0,,10:17:09,10:17:37,0
1667,HHeaa1d00ee6,cellular,8,may,1,368,1,failure,10:04:54,10:10:40,DidNotAccept,Acura,RL,2019,M,,Comanche,FALSE,3,TRUE,36,services,married,secondary,0,0,1,0,36,services,married,secondary,0,0,1,0,cellular,8,may,1,368,1,failure,10:04:54,10:10:40,0
1668,HH8884cdfb72,cellular,15,jul,3,-1,0,,15:18:33,15:32:31,Accepted,Toyota,Highlander,2014,M,,,FALSE,1,TRUE,39,management,married,tertiary,0,285,1,0,39,management,married,tertiary,0,285,1,0,cellular,15,jul,3,-1,0,,15:18:33,15:32:31,1
1669,HH15d256b83e,,20,may,1,-1,0,,14:01:31,14:13:28,DidNotAccept,Lincoln,Mark VII,2002,M,,Cambodian,TRUE,4,TRUE,33,management,married,tertiary,0,148,0,0,33,management,married,tertiary,0,148,0,0,,20,may,1,-1,0,,14:01:31,14:13:28,0
1670,HHf5aee00ff7,cellular,18,aug,4,-1,0,,16:29:44,16:41:21,Accepted,Chevrolet,Suburban 1500,,F,,,FALSE,1,FALSE,47,technician,married,secondary,0,1219,0,0,47,technician,married,secondary,0,1219,0,0,cellular,18,aug,4,-1,0,,16:29:44,16:41:21,1
1671,HH7a3c761cf2,cellular,2,mar,2,203,1,other,17:53:52,17:56:08,Accepted,Chevrolet,Equinox,2019,M,$578.47 ,,TRUE,4,TRUE,47,technician,married,primary,0,235,0,0,47,technician,married,primary,0,235,0,0,cellular,2,mar,2,203,1,other,17:53:52,17:56:08,1
1672,HH0b69482fe7,,2,jul,1,-1,0,,9:25:37,9:28:56,DidNotAccept,Porsche,944,1998,M,,Taiwanese,TRUE,1,FALSE,38,admin.,married,secondary,0,70,0,1,38,admin.,married,secondary,0,70,0,1,,2,jul,1,-1,0,,09:25:37,09:28:56,0
1673,HHc1f71b08ac,,9,may,1,-1,0,,16:24:51,16:28:30,DidNotAccept,Chevrolet,Malibu,,M,$825.19 ,,FALSE,1,FALSE,43,management,divorced,tertiary,0,443,1,0,43,management,divorced,tertiary,0,443,1,0,,9,may,1,-1,0,,16:24:51,16:28:30,0
1674,HH529418f9af,cellular,24,apr,1,-1,0,,15:21:51,15:24:31,Accepted,Subaru,Forester,2011,F,,Spaniard,FALSE,4,TRUE,58,blue-collar,married,secondary,0,3027,1,0,58,blue-collar,married,secondary,0,3027,1,0,cellular,24,apr,1,-1,0,,15:21:51,15:24:31,1
1675,HHa3b07904a1,,23,may,2,-1,0,,12:08:27,12:11:48,DidNotAccept,Plymouth,Colt Vista,2002,M,,Creek,FALSE,4,TRUE,39,services,married,primary,0,1601,1,0,39,services,married,primary,0,1601,1,0,,23,may,2,-1,0,,12:08:27,12:11:48,0
1676,HH44d0a093b5,,2,jun,4,-1,0,,15:12:43,15:13:51,DidNotAccept,Austin,Mini,1973,F,,Aleut,FALSE,4,FALSE,50,management,married,tertiary,0,332,1,0,50,management,married,tertiary,0,332,1,0,,2,jun,4,-1,0,,15:12:43,15:13:51,0
1677,HH35b9bd39b3,cellular,30,mar,1,-1,0,,9:08:11,9:16:48,Accepted,Porsche,928,1996,F,,Bangladeshi,FALSE,1,TRUE,22,admin.,single,secondary,0,114,0,0,22,admin.,single,secondary,0,114,0,0,cellular,30,mar,1,-1,0,,09:08:11,09:16:48,1
1678,HH3f1eb95925,,5,jun,2,-1,0,,12:46:24,12:52:01,DidNotAccept,Honda,,2016,M,,,TRUE,4,FALSE,39,blue-collar,married,primary,0,12848,1,0,39,blue-collar,married,primary,0,12848,1,0,,5,jun,2,-1,0,,12:46:24,12:52:01,0
1679,HH39b9a9643a,cellular,30,jul,1,183,2,success,15:53:37,15:58:29,Accepted,Ford,F-Series Super Duty,2019,M,$876.27 ,,FALSE,1,TRUE,34,admin.,married,tertiary,0,0,0,0,34,admin.,married,tertiary,0,0,0,0,cellular,30,jul,1,183,2,success,15:53:37,15:58:29,1
1680,HHeabd43f17a,cellular,17,nov,1,-1,0,,17:19:04,17:22:38,DidNotAccept,Cadillac,CTS,2019,M,,,TRUE,3,FALSE,41,management,married,tertiary,0,1272,1,0,41,management,married,tertiary,0,1272,1,0,cellular,17,nov,1,-1,0,,17:19:04,17:22:38,0
1681,HH857463c2a0,cellular,7,aug,2,-1,0,,10:49:43,11:03:00,Accepted,Toyota,FJ Cruiser,2019,F,"$1,137.02 ",Black or African American,FALSE,5,TRUE,57,technician,married,tertiary,0,6822,0,0,57,technician,married,tertiary,0,6822,0,0,cellular,7,aug,2,-1,0,,10:49:43,11:03:00,1
1682,HH2a12f2f41c,cellular,18,nov,1,123,1,other,14:14:54,14:16:55,DidNotAccept,BMW,M5,2016,F,,,TRUE,5,FALSE,52,management,married,tertiary,0,1295,1,0,52,management,married,tertiary,0,1295,1,0,cellular,18,nov,1,123,1,other,14:14:54,14:16:55,0
1683,HHcb1915b259,cellular,3,feb,1,-1,0,,17:34:57,17:36:21,DidNotAccept,BMW,1 Series,2019,M,,,FALSE,1,FALSE,27,management,single,secondary,0,924,1,0,27,management,single,secondary,0,924,1,0,cellular,3,feb,1,-1,0,,17:34:57,17:36:21,0
1684,HHe89c8f174d,cellular,14,may,2,-1,0,,12:37:52,12:38:54,DidNotAccept,Volkswagen,Golf,2015,M,,,FALSE,3,FALSE,35,technician,married,secondary,0,18,1,1,35,technician,married,secondary,0,18,1,1,cellular,14,may,2,-1,0,,12:37:52,12:38:54,0
1685,HH1589fd9a40,cellular,22,aug,1,-1,0,,17:09:00,17:12:35,DidNotAccept,Maybach,57S,2015,M,,Chinese,FALSE,2,FALSE,31,management,single,tertiary,0,55,0,0,31,management,single,tertiary,0,55,0,0,cellular,22,aug,1,-1,0,,17:09:00,17:12:35,0
1686,HH6800f97e04,cellular,22,may,2,-1,0,,13:09:42,13:18:56,Accepted,Pontiac,Grand Prix,,F,,,TRUE,4,TRUE,39,technician,married,secondary,0,116,0,0,39,technician,married,secondary,0,116,0,0,cellular,22,may,2,-1,0,,13:09:42,13:18:56,1
1687,HH1f4aae40cb,,12,jun,1,-1,0,,14:44:10,14:47:53,DidNotAccept,Toyota,Yaris,2019,F,,,TRUE,4,TRUE,49,blue-collar,married,primary,0,518,1,0,49,blue-collar,married,primary,0,518,1,0,,12,jun,1,-1,0,,14:44:10,14:47:53,0
1688,HHf3447ef76b,,16,may,7,-1,0,,10:14:02,10:18:55,DidNotAccept,Mazda,Navajo,2003,F,,,TRUE,5,FALSE,48,management,married,,0,54,1,0,48,management,married,,0,54,1,0,,16,may,7,-1,0,,10:14:02,10:18:55,0
1689,HHce8e559fa7,cellular,28,jan,2,-1,0,,17:17:13,17:41:24,Accepted,Mazda,RX-7,1996,M,,,TRUE,5,FALSE,26,unemployed,single,secondary,0,622,0,0,26,unemployed,single,secondary,0,622,0,0,cellular,28,jan,2,-1,0,,17:17:13,17:41:24,1
1690,HHe4ddb00317,cellular,15,jun,5,285,2,success,15:34:26,15:38:29,Accepted,Pontiac,Vibe,2017,M,,,FALSE,2,FALSE,45,technician,single,tertiary,0,2033,0,0,45,technician,single,tertiary,0,2033,0,0,cellular,15,jun,5,285,2,success,15:34:26,15:38:29,1
1691,HH75d42df930,cellular,9,feb,1,183,1,success,9:33:37,9:35:09,Accepted,Chrysler,Town & Country,2017,M,,,FALSE,2,TRUE,18,student,single,,0,108,0,0,18,student,single,,0,108,0,0,cellular,9,feb,1,183,1,success,09:33:37,09:35:09,1
1692,HHe082d0b4cd,,20,jun,3,-1,0,,11:55:39,11:57:31,DidNotAccept,Mazda,Mazdaspeed 3,2017,M,,,TRUE,3,TRUE,36,student,married,tertiary,0,408,0,0,36,student,married,tertiary,0,408,0,0,,20,jun,3,-1,0,,11:55:39,11:57:31,0
1693,HHa07392cdea,cellular,19,aug,2,-1,0,,17:51:59,17:53:20,DidNotAccept,Jeep,Grand Cherokee,2018,M,,Hmong,TRUE,1,FALSE,31,management,married,secondary,0,0,0,0,31,management,married,secondary,0,0,0,0,cellular,19,aug,2,-1,0,,17:51:59,17:53:20,0
1694,HHae4044adda,cellular,8,jul,1,-1,0,,13:47:51,13:51:26,DidNotAccept,GMC,1500,2003,F,,,TRUE,5,TRUE,55,entrepreneur,married,tertiary,0,22,0,1,55,entrepreneur,married,tertiary,0,22,0,1,cellular,8,jul,1,-1,0,,13:47:51,13:51:26,0
1695,HH5f002e2e86,cellular,12,feb,2,184,3,success,17:31:28,17:33:46,Accepted,Morgan,Aero 8,2018,M,,,FALSE,5,FALSE,41,management,married,tertiary,0,27696,0,0,41,management,married,tertiary,0,27696,0,0,cellular,12,feb,2,184,3,success,17:31:28,17:33:46,1
1696,HHd53a2ed041,cellular,14,jun,1,384,1,other,15:12:18,15:16:23,Accepted,Volkswagen,GTI,2012,M,,Bolivian,FALSE,2,TRUE,24,student,single,,0,358,0,0,24,student,single,,0,358,0,0,cellular,14,jun,1,384,1,other,15:12:18,15:16:23,1
1697,HH2e275682e0,cellular,22,jul,2,178,4,success,17:00:56,17:03:14,Accepted,Ford,Econoline E250,2009,F,"$1,102.15 ",South American,FALSE,4,TRUE,27,admin.,married,tertiary,0,2855,0,0,27,admin.,married,tertiary,0,2855,0,0,cellular,22,jul,2,178,4,success,17:00:56,17:03:14,1
1698,HHc3f9c5993f,cellular,18,nov,1,-1,0,,13:36:38,13:50:33,Accepted,Toyota,4Runner,2015,M,,,TRUE,3,TRUE,34,technician,single,secondary,0,2729,1,0,34,technician,single,secondary,0,2729,1,0,cellular,18,nov,1,-1,0,,13:36:38,13:50:33,1
1699,HH1e18325d05,cellular,11,may,2,-1,0,,15:07:03,15:14:15,DidNotAccept,Ford,Crown Victoria,,F,"$1,048.78 ",,TRUE,3,FALSE,42,technician,married,secondary,0,613,1,0,42,technician,married,secondary,0,613,1,0,cellular,11,may,2,-1,0,,15:07:03,15:14:15,0
1700,HH3e44723785,cellular,13,jul,3,439,1,failure,9:35:01,9:39:17,Accepted,Chevrolet,Corvette,1976,M,,,TRUE,5,FALSE,40,management,married,tertiary,0,4539,0,0,40,management,married,tertiary,0,4539,0,0,cellular,13,jul,3,439,1,failure,09:35:01,09:39:17,1
1701,HHdc1895df94,cellular,25,may,2,88,1,failure,10:53:04,10:58:48,Accepted,GMC,3500 Club Coupe,2004,F,,,FALSE,2,FALSE,29,admin.,married,tertiary,0,238,0,0,29,admin.,married,tertiary,0,238,0,0,cellular,25,may,2,88,1,failure,10:53:04,10:58:48,1
1702,HHca06325dca,telephone,7,may,1,-1,0,,16:04:55,16:05:24,DidNotAccept,Chevrolet,,2019,F,$618.16 ,,FALSE,3,FALSE,35,blue-collar,single,primary,0,1147,1,1,35,blue-collar,single,primary,0,1147,1,1,telephone,7,may,1,-1,0,,16:04:55,16:05:24,0
1703,HH152b8ea46e,cellular,22,dec,1,-1,0,,11:50:08,11:56:44,DidNotAccept,Subaru,Legacy,2007,M,,,TRUE,1,FALSE,33,management,married,tertiary,0,812,0,0,33,management,married,tertiary,0,812,0,0,cellular,22,dec,1,-1,0,,11:50:08,11:56:44,0
1704,HHf39de4e122,,7,may,5,-1,0,,11:42:00,11:44:02,DidNotAccept,BMW,,2018,F,,,FALSE,4,FALSE,28,management,married,tertiary,0,3,1,0,28,management,married,tertiary,0,3,1,0,,7,may,5,-1,0,,11:42:00,11:44:02,0
1705,HH24650b9e7c,cellular,29,jan,2,224,18,other,12:05:22,12:13:45,DidNotAccept,,Sable,2005,F,,,FALSE,3,FALSE,45,admin.,married,primary,0,-407,1,1,45,admin.,married,primary,0,-407,1,1,cellular,29,jan,2,224,18,other,12:05:22,12:13:45,0
1706,HHdeee290527,,13,may,1,-1,0,,10:53:36,10:57:14,DidNotAccept,Lexus,IS-F,2018,M,,,FALSE,3,FALSE,28,admin.,single,secondary,0,296,1,0,28,admin.,single,secondary,0,296,1,0,,13,may,1,-1,0,,10:53:36,10:57:14,0
1707,HH3584f6586d,cellular,1,jun,1,-1,0,,17:13:01,17:14:54,DidNotAccept,Chevrolet,Lumina,2008,M,,,TRUE,4,TRUE,57,entrepreneur,married,secondary,0,2464,0,0,57,entrepreneur,married,secondary,0,2464,0,0,cellular,1,jun,1,-1,0,,17:13:01,17:14:54,0
1708,HHb197def3b5,cellular,23,apr,2,182,5,success,12:10:38,12:16:39,Accepted,Isuzu,Trooper,2005,M,,Navajo,FALSE,3,TRUE,77,management,married,,0,1780,1,0,77,management,married,,0,1780,1,0,cellular,23,apr,2,182,5,success,12:10:38,12:16:39,1
1709,HH7806793cd8,cellular,28,jun,1,-1,0,,9:14:41,9:22:13,Accepted,Cadillac,Catera,2009,M,,,TRUE,1,FALSE,49,admin.,single,secondary,0,293,0,0,49,admin.,single,secondary,0,293,0,0,cellular,28,jun,1,-1,0,,09:14:41,09:22:13,1
1710,HH377390a418,cellular,4,feb,5,-1,0,,10:48:09,10:48:24,DidNotAccept,Buick,Regal,2019,F,,,TRUE,2,TRUE,31,technician,single,secondary,0,622,0,0,31,technician,single,secondary,0,622,0,0,cellular,4,feb,5,-1,0,,10:48:09,10:48:24,0
1711,HHb54e13db07,,17,jun,1,-1,0,,12:21:04,12:22:36,DidNotAccept,Dodge,Intrepid,2012,F,,,TRUE,5,FALSE,36,admin.,single,secondary,0,787,0,0,36,admin.,single,secondary,0,787,0,0,,17,jun,1,-1,0,,12:21:04,12:22:36,0
1712,HH456cc2d9f5,cellular,14,may,1,-1,0,,15:16:49,15:24:13,DidNotAccept,Mitsubishi,3000GT,2007,M,,,TRUE,3,TRUE,30,services,married,secondary,0,1222,1,0,30,services,married,secondary,0,1222,1,0,cellular,14,may,1,-1,0,,15:16:49,15:24:13,0
1713,HH64f14e7115,cellular,29,oct,2,78,2,other,15:25:25,15:29:00,Accepted,Kia,Rio,2019,F,,,FALSE,5,FALSE,50,technician,married,secondary,0,3654,0,0,50,technician,married,secondary,0,3654,0,0,cellular,29,oct,2,78,2,other,15:25:25,15:29:00,1
1714,HH66c2a88a3f,cellular,11,may,1,-1,0,,15:23:59,15:25:12,DidNotAccept,Ford,F250,2013,M,,,TRUE,5,TRUE,31,blue-collar,single,secondary,0,5547,1,0,31,blue-collar,single,secondary,0,5547,1,0,cellular,11,may,1,-1,0,,15:23:59,15:25:12,0
1715,HH5de6760203,cellular,7,sep,3,102,5,other,9:24:06,9:32:18,Accepted,Porsche,911,1998,F,,,TRUE,2,TRUE,32,blue-collar,married,primary,0,1644,0,0,32,blue-collar,married,primary,0,1644,0,0,cellular,7,sep,3,102,5,other,09:24:06,09:32:18,1
1716,HH2b5bbe6f4d,,30,oct,1,-1,0,,13:04:40,13:08:34,Accepted,Ford,E250,2013,M,,,FALSE,4,TRUE,42,technician,divorced,secondary,0,314,1,0,42,technician,divorced,secondary,0,314,1,0,,30,oct,1,-1,0,,13:04:40,13:08:34,1
1717,HHe97eb1f855,cellular,3,feb,1,-1,0,,11:40:24,11:44:23,Accepted,Mazda,Miata MX-5,2010,F,$476.68 ,,FALSE,3,FALSE,38,management,married,tertiary,0,613,0,0,38,management,married,tertiary,0,613,0,0,cellular,3,feb,1,-1,0,,11:40:24,11:44:23,1
1718,HHe190850d5c,,2,jun,4,-1,0,,12:29:36,12:32:32,DidNotAccept,Ford,Expedition,2019,M,,,TRUE,1,TRUE,45,self-employed,married,secondary,0,976,1,0,45,self-employed,married,secondary,0,976,1,0,,2,jun,4,-1,0,,12:29:36,12:32:32,0
1719,HH54369dafb7,,30,may,5,-1,0,,17:29:09,17:46:33,Accepted,Suzuki,Swift,2004,F,,,FALSE,4,TRUE,53,entrepreneur,single,secondary,0,62,1,0,53,entrepreneur,single,secondary,0,62,1,0,,30,may,5,-1,0,,17:29:09,17:46:33,1
1720,HH2a67532f71,cellular,7,may,1,-1,0,,14:45:02,14:46:01,DidNotAccept,Oldsmobile,88,2007,M,,Alaskan Athabascan,TRUE,1,FALSE,24,admin.,single,secondary,0,1725,1,0,24,admin.,single,secondary,0,1725,1,0,cellular,7,may,1,-1,0,,14:45:02,14:46:01,0
1721,HHa9e5905240,cellular,15,may,2,371,1,failure,14:06:26,14:07:34,DidNotAccept,Honda,del Sol,,M,,,FALSE,5,TRUE,26,admin.,single,secondary,0,787,1,0,26,admin.,single,secondary,0,787,1,0,cellular,15,may,2,371,1,failure,14:06:26,14:07:34,0
1722,HH65f3b63a61,cellular,25,mar,1,178,2,success,10:05:19,10:08:26,Accepted,Pontiac,Sunbird,1995,M,,Japanese,FALSE,5,TRUE,62,management,married,tertiary,0,3371,0,0,62,management,married,tertiary,0,3371,0,0,cellular,25,mar,1,178,2,success,10:05:19,10:08:26,1
1723,HH899f502cef,cellular,15,may,5,-1,0,,16:49:08,16:50:17,DidNotAccept,Buick,LeSabre,2010,F,$525.26 ,Venezuelan,TRUE,2,TRUE,30,services,married,secondary,0,637,1,0,30,services,married,secondary,0,637,1,0,cellular,15,may,5,-1,0,,16:49:08,16:50:17,0
1724,HH51d93717db,,12,jun,2,-1,0,,11:39:31,11:41:23,DidNotAccept,Mazda,929,1997,F,,,TRUE,2,FALSE,38,technician,married,tertiary,0,0,0,0,38,technician,married,tertiary,0,0,0,0,,12,jun,2,-1,0,,11:39:31,11:41:23,0
1725,HH05d145742e,,30,may,1,-1,0,,13:13:39,13:16:21,DidNotAccept,Volkswagen,Fox,2003,M,,,FALSE,2,FALSE,38,management,divorced,tertiary,0,4425,1,0,38,management,divorced,tertiary,0,4425,1,0,,30,may,1,-1,0,,13:13:39,13:16:21,0
1726,HH29429cf047,telephone,4,feb,5,265,13,failure,10:09:00,10:09:45,DidNotAccept,Buick,Roadmaster,2005,M,,,TRUE,1,FALSE,45,blue-collar,married,primary,0,412,1,0,45,blue-collar,married,primary,0,412,1,0,telephone,4,feb,5,265,13,failure,10:09:00,10:09:45,0
1727,HH8318bb3e22,cellular,15,may,1,-1,0,,16:23:39,16:30:42,DidNotAccept,Mitsubishi,3000GT,2002,F,,,FALSE,3,FALSE,33,services,married,secondary,0,624,1,0,33,services,married,secondary,0,624,1,0,cellular,15,may,1,-1,0,,16:23:39,16:30:42,0
1728,HH21c0ba6489,cellular,13,may,3,-1,0,,12:29:56,12:40:16,Accepted,Saab,900,2005,M,$920.15 ,,FALSE,3,FALSE,34,technician,single,tertiary,0,2838,1,0,34,technician,single,tertiary,0,2838,1,0,cellular,13,may,3,-1,0,,12:29:56,12:40:16,1
1729,HH5aea923333,,20,jun,2,-1,0,,15:24:45,15:38:13,Accepted,Audi,4000CS Quattro,,F,,Paiute,TRUE,1,FALSE,49,services,divorced,secondary,0,947,0,0,49,services,divorced,secondary,0,947,0,0,,20,jun,2,-1,0,,15:24:45,15:38:13,1
1730,HH9223fdaffb,cellular,2,nov,3,-1,0,,14:53:07,14:54:39,DidNotAccept,Nissan,240SX,2007,F,,,FALSE,2,FALSE,32,management,single,tertiary,0,9317,0,0,32,management,single,tertiary,0,9317,0,0,cellular,2,nov,3,-1,0,,14:53:07,14:54:39,0
1731,HHa4acbea6ef,cellular,3,nov,1,-1,0,,16:43:27,16:45:56,Accepted,Toyota,RAV4,2014,F,,,TRUE,5,TRUE,37,management,married,tertiary,0,238,0,0,37,management,married,tertiary,0,238,0,0,cellular,3,nov,1,-1,0,,16:43:27,16:45:56,1
1732,HHee41fab899,,27,may,1,-1,0,,14:39:05,14:42:53,DidNotAccept,Jeep,Cherokee,2011,M,,,TRUE,1,FALSE,39,housemaid,married,primary,0,-44,1,0,39,housemaid,married,primary,0,-44,1,0,,27,may,1,-1,0,,14:39:05,14:42:53,0
1733,HHa87a192495,cellular,21,nov,1,137,1,failure,13:36:38,13:37:26,DidNotAccept,Chevrolet,,2017,M,,,FALSE,1,FALSE,39,admin.,married,secondary,0,2319,0,0,39,admin.,married,secondary,0,2319,0,0,cellular,21,nov,1,137,1,failure,13:36:38,13:37:26,0
1734,HH6ba874177e,cellular,7,jul,1,-1,0,,12:44:17,13:20:58,DidNotAccept,Buick,LeSabre,2000,F,,Nicaraguan,FALSE,5,FALSE,34,blue-collar,divorced,secondary,0,368,0,1,34,blue-collar,divorced,secondary,0,368,0,1,cellular,7,jul,1,-1,0,,12:44:17,13:20:58,0
1735,HHbb2b8dc93f,cellular,12,feb,3,-1,0,,10:24:36,10:27:37,Accepted,Ferrari,,2019,M,,,TRUE,1,TRUE,52,management,married,tertiary,0,4675,0,0,52,management,married,tertiary,0,4675,0,0,cellular,12,feb,3,-1,0,,10:24:36,10:27:37,1
1736,HH4bc8f0878f,cellular,30,jan,2,2,2,other,15:45:01,15:47:11,DidNotAccept,Honda,Fit,2019,F,,Peruvian,TRUE,1,FALSE,30,technician,single,secondary,0,316,1,1,30,technician,single,secondary,0,316,1,1,cellular,30,jan,2,2,2,other,15:45:01,15:47:11,0
1737,HHf758a3727a,cellular,13,aug,4,-1,0,,9:47:03,9:48:55,DidNotAccept,Nissan,Armada,2015,M,,,TRUE,2,TRUE,56,services,married,secondary,0,0,0,0,56,services,married,secondary,0,0,0,0,cellular,13,aug,4,-1,0,,09:47:03,09:48:55,0
1738,HHd6d0acd337,,30,may,2,-1,0,,9:52:48,10:25:48,Accepted,Jaguar,S-Type,2015,F,,Vietnamese,TRUE,5,FALSE,53,blue-collar,divorced,primary,0,2656,1,0,53,blue-collar,divorced,primary,0,2656,1,0,,30,may,2,-1,0,,09:52:48,10:25:48,1
1739,HH8136567416,cellular,10,jul,7,-1,0,,15:59:33,16:21:54,Accepted,Isuzu,Oasis,2009,F,"$1,174.62 ",Samoan,FALSE,2,TRUE,25,blue-collar,single,secondary,0,1243,0,1,25,blue-collar,single,secondary,0,1243,0,1,cellular,10,jul,7,-1,0,,15:59:33,16:21:54,1
1740,HH0053b38c31,cellular,17,jul,2,-1,0,,17:21:10,17:40:45,Accepted,Lincoln,Blackwood,2012,M,,,TRUE,4,TRUE,42,blue-collar,divorced,primary,0,301,1,0,42,blue-collar,divorced,primary,0,301,1,0,cellular,17,jul,2,-1,0,,17:21:10,17:40:45,1
1741,HH7ada544268,cellular,8,may,1,-1,0,,12:01:30,12:04:58,DidNotAccept,Subaru,Forester,2019,F,,,FALSE,2,FALSE,48,management,divorced,tertiary,0,313,0,0,48,management,divorced,tertiary,0,313,0,0,cellular,8,may,1,-1,0,,12:01:30,12:04:58,0
1742,HH00f4260cc4,cellular,19,nov,1,97,2,other,9:13:51,9:16:26,DidNotAccept,Pontiac,,1996,F,,South American,FALSE,3,TRUE,30,management,married,tertiary,0,86,1,1,30,management,married,tertiary,0,86,1,1,cellular,19,nov,1,97,2,other,09:13:51,09:16:26,0
1743,HHcf56b45da9,telephone,20,nov,5,-1,0,,10:51:42,10:54:07,DidNotAccept,,S10,2011,M,$522.31 ,Puerto Rican,TRUE,5,FALSE,59,management,married,tertiary,0,98417,0,0,59,management,married,tertiary,0,98417,0,0,telephone,20,nov,5,-1,0,,10:51:42,10:54:07,0
1744,HH60531aac91,cellular,19,oct,3,160,3,failure,14:44:23,14:46:36,DidNotAccept,Chevrolet,Aveo,2019,M,,,TRUE,1,FALSE,66,retired,married,secondary,0,3409,0,0,66,retired,married,secondary,0,3409,0,0,cellular,19,oct,3,160,3,failure,14:44:23,14:46:36,0
1745,HH683eb88475,cellular,15,oct,3,92,6,success,15:47:24,16:07:00,Accepted,Ford,Aerostar,2000,M,,Korean,FALSE,1,TRUE,42,unemployed,married,secondary,0,1289,0,0,42,unemployed,married,secondary,0,1289,0,0,cellular,15,oct,3,92,6,success,15:47:24,16:07:00,1
1746,HHd02dd52782,cellular,5,mar,1,91,6,other,10:43:02,10:46:41,Accepted,,Seville,2005,M,,,TRUE,5,FALSE,40,unemployed,single,secondary,0,334,0,0,40,unemployed,single,secondary,0,334,0,0,cellular,5,mar,1,91,6,other,10:43:02,10:46:41,1
1747,HH78f4098121,cellular,18,may,1,-1,0,,14:52:17,14:59:39,Accepted,Chevrolet,Suburban,2019,M,,,TRUE,2,TRUE,38,entrepreneur,married,tertiary,0,170,1,0,38,entrepreneur,married,tertiary,0,170,1,0,cellular,18,may,1,-1,0,,14:52:17,14:59:39,1
1748,HH4cbb9c081e,cellular,30,jul,3,-1,0,,17:52:51,17:57:45,DidNotAccept,Jaguar,XJ,2016,F,,,TRUE,1,FALSE,44,services,married,secondary,0,972,1,0,44,services,married,secondary,0,972,1,0,cellular,30,jul,3,-1,0,,17:52:51,17:57:45,0
